CÓDIGO DE GRUPO,NOMBRE DEL GRUPO,LÍDER DEL GRUPO,INSTITUCIONES QUE LO AVALAN,GRUPO RECONOCIDO,GRUPO INSCRITO PARA MEDICIÓN,CLASIFICACIÓN DEL GRUPO
COL0110329,ECMU  (EVALUACION EN COMPETENCIAS Y MATE- MÁTICAS UNIVERSITARIAS),LUIS ENRIQUE RO- JAS CARDENAS,UNIVERSIDAD MILITAR NUEVA GRANADA - UNIMILITAR,,Sí,C
COL0110436,"GRUPO DE INVESTIGACIÓN EN QUÍMICA AMBIENTAL Y TECNOLOGÍAS LIMPIAS -
QUATELI",ARELI FLORES GAS- PAR,UNIVERSIDAD MILITAR NUEVA GRANADA - UNIMILITAR,,Sí,C
COL0116636,GIDAM,LEONARDO ENRI- QUE SOLAQUE GUZMAN,UNIVERSIDAD MILITAR NUEVA GRANADA - UNIMILITAR,,Sí,C
COL0126777,LA TRAMOYA,MARIA MARTA GAMA CASTRO,UNIVERSIDAD MILITAR NUEVA GRANADA - UNIMILITAR,,Sí,C
COL0138796,GRUPO DE DOCENCIA E IN- VESTIGACIÓN EN FÍSICA,LUIS MIGUEL MEN- DOZA NAVAS,UNIVERSIDAD MILITAR NUEVA GRANADA - UNIMILITAR,,Sí,C
COL0151789,GREST,GUSTAVO ANDRES BAQUERO RODRI- GUEZ,UNIVERSIDAD MILITAR NUEVA GRANADA - UNIMILITAR,,Sí,C
COL0152319,EPIDEMIOLOGÍA Y SALUD COLECTIVA,NYDIA ALEXANDRA ROJAS AVILA,UNIVERSIDAD MILITAR NUEVA GRANADA - UNIMILITAR,,Sí,C
COL0002896,CULTURA Y DESARROLLO HUMANO,OMAR CABRALES SALAZAR,UNIVERSIDAD MILITAR NUEVA GRANADA - UNIMILITAR,,Sí,Reconocido
COL0117722,"GECS (GRUPO DE ESTU- DIOS EN EDUCACIÓN, CONTABILIDAD Y SOCIE-
DAD)",ANGEL DAVID RON- CANCIO GARCÍA,UNIVERSIDAD MILITAR NUEVA GRANADA - UNIMILITAR,,Sí,Reconocido
COL0128047,GRUPO DE DERECHO PRI- VADO,JOSÉ OLMEDO LÓ- PEZ OLIVA,UNIVERSIDAD MILITAR NUEVA GRANADA - UNIMILITAR,,Sí,Reconocido
COL0149359,GAFRED,JUAN CARLOS AVILA MORALES,UNIVERSIDAD MILITAR NUEVA GRANADA - UNIMILITAR,,Sí,Reconocido
COL0152463,EDUMECIS,SANDRA LILIANA RODRÍGUEZ MAR- TIN,UNIVERSIDAD MILITAR NUEVA GRANADA - UNIMILITAR,,Sí,Reconocido
COL0015722,LIDERAZGO,YOLANDA M. GUE- RRA GARCÍA PH.D.,UNIVERSIDAD MILITAR NUEVA GRANADA - UNIMILITAR LITAR,,Sí,A
COL0050229,"INVESTIGACION EN CIEN-
CIAS BIOMEDICAS","DIEGO ALEXANDER
FORERO GARZÓN",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,A1
COL0021659,EDUCACIÓN MATEMÁTICA,"MARY FALK DE LO-
SADA",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,A
COL0017745,GRUPO CALIDAD,"ALBA LIGIA LÓPEZ
RODRÍGUEZ",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,B
COL0020698,"EXPERIMENTAL HIGH
ENERGY PHYSICS",MARTA LOSADA,UNIVERSIDAD AN- TONIO NARIÑO,,Sí,B
COL0026127,CONCIENCIA,"DAVID CAMARGO
CÁRDENAS",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,B
COL0029183,"CIUDAD, MEDIO AMBIENTE
Y HABITAT POPULAR","YENNY YOLANDA
ORTIZ BERNAL",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,B
COL0038459,"REM (RESEARCH IN
ENERGY AND MATERIALS)","FABIAN MAURICIO
LEON VARGAS",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,B
COL0045309,"GEPRO GRUPO EN PER-
CEPCION Y ROBOTICA","MARIO ENRIQUE
DUARTE GONZALEZ",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,B
COL0052609,"CULTURAS UNIVERSITA-
RIAS","JOHN JAIRO BRI-
CEÑO MARTINEZ",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,B
COL0057079,BIOINGENIERIA,"ANDRES FELIPE
RUIZ OLAYA",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,B
COL0002546,"INVESTIGACIÓN EN SALUD
ORAL","GRETEL GONZALEZ
COLMENARES",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,C
COL0006788,GEOFÍSICA,"ALEXANDER CA-
NEVA RINCÓN",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,C
COL0036089,IUSTITIA,"RAÚL SANTACRUZ
LÓPEZ",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,C
COL0039368,"ESCUELA: SISTEMA COM-
PLEJO","ALEJANDRO BAR-
BOSA GONZALEZ",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,C
COL0039822,ESPERANZA Y VIDA,"BEATRIZ EUGENIA
RAMOS GONZALEZ",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,C
COL0051282,"INVESTIGACION EN OPTO-
METRIA","MARIO ESTEBAN
BAUTISTA OCHOA",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,C
COL0058739,"CENTRO DE ESTUDIOS Y
ANÁLISIS ECONÓMICO","ELEONORA HE-
RRERA MEDINA",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,C
COL0064558,"GRUPO DE INVESTIGACION
EN PSICOLOGÍA - GRIPSI","MARIA DEL CAR-
MEN JIMENEZ RUIZ",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,C
COL0081951,"DIDÁCTICA DE LAS ARTES
ESCÉNICAS","ANGÉLICA DEL PI-
LAR NIEVES GIL",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,C
COL0152276,"MODELADO Y COMPU-
TACIÓN CIENTÍFICA","CRISTIAN IGNACIO
BUENDÍA ATENCIO",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,C
COL0159348,"MÚSICA Y DESARROLLO
HUMANO","LUIS AUGUSTO
MESA ZABALA",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,C
COL0169587,GESTOR INDUSTRIAL,"GABRIELA INES LE-
GUIZAMON SIERRA",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,C
COL0170621,INNOVACIÓN BUCAL,"ITZJAK KADAR
MIZRACHI",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,C
COL0067872,CONSULTORIO CONTABLE,"DIANA MARÍA
AYALA DE LA ROSA",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,Reconocido
COL0016209,SISTEMAS COMPLEJOS,"RAFAEL MARIA GU-
TIÉRREZ SALA- MANCA",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,A1
COL0020329,"GRESIA GRUPO DE INVES- TIGACION EN RECURSOS, ECOLOGÌA, DESARROLLO SOSTENIBLE E INGENIERIA
AMBIENTAL",JUAN DANIEL VAL- DERRAMA RINCÓN,UNIVERSIDAD AN- TONIO NARIÑO,,Sí,A
COL0022941,"FÍSICA-FENOMENOLOGÍA DE PARTÍCULAS ELEMEN-
TALES Y COSMOLOGÍA",MARTA LOSADA,UNIVERSIDAD AN- TONIO NARIÑO,,Sí,A
COL0027895,"GRUPO DE INVESTIGACIÓN EN CIENCIAS BIOLÓGICAS
Y QUÍMICAS",JAVIER VANEGAS GUERRERO,UNIVERSIDAD AN- TONIO NARIÑO,,Sí,A
COL0043191,"GRUPO DE INVESTIGACIÓN EN BIOINSTRUMENTACIÓN
Y CONTROL - GIBIO","ANDRES GUI- LLERMO MOLANO
JIMENEZ",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,B
COL0074287,"INNOVACIÓN, COMPETITI- VIDAD Y PRODUCTIVIDAD
DE LAS ORGANIZACIONES",GISELLE VIVIANA PI- NOCHET SÁNCHEZ,UNIVERSIDAD AN- TONIO NARIÑO,,Sí,B
COL0158799,"LACSER - LABORATORY FOR ADVANCED COMPU- TATIONAL SCIENCE AND
ENGINEERING RESEARCH",JORGE ELIECER CAMARGO MEN- DOZA,UNIVERSIDAD AN- TONIO NARIÑO,,Sí,B
COL0014369,"GRUPO DE INVESTIGACIÓN FUNDAMENTAL Y APLI- CADA EN MATERIALES-GI-
FAM",JULIETH ALEXAN- DRA MEJÍA GÓMEZ,UNIVERSIDAD AN- TONIO NARIÑO,,Sí,C
COL0050599,"BIENESTAR, SALUD Y PRO- DUCCIÓN ANIMAL - QUI-
RÓN",ADRIANA MARIA PE- DRAZA TOSCANO,UNIVERSIDAD AN- TONIO NARIÑO,,Sí,C
COL0053705,GI FOURIER,"RAFAEL MARIA HURTADO BA-
RRERA",UNIVERSIDAD AN- TONIO NARIÑO,,Sí,C
COL0150781,"GRUPO DE INVESTIGACIÓN EN FITOMETÁLICA PARA  EL ESTUDIO DE METABOLI- TOS SECUNDARIOS Y SUS
DERIVADOS",CLARA JULIANA DU- RANGO GARCÍA,UNIVERSIDAD AN- TONIO NARIÑO,,Sí,C
COL0187075,"BIOLOGIA CELULAR Y FUN-
CIONAL E INGENIERÍA DE BIOMOLÉCULAS",MARIA ELISA FO- RERO VIVAS,UNIVERSIDAD AN- TONIO NARIÑO,,Sí,C
COL0154397,"TEORÍAS Y PRAXIS CON-
TEMPORÁNEAS DE LA PO- LÍTICA",DIEGO FELIPE PA- REDES GOICOCHEA,UNIVERSIDAD AU- TÓNOMA DE COLOMBIA,,Sí,C
COL0164089,"ESTUDIOS DE HISTORIA, PATRIMONIO Y MUSEOS",ANA LUZ RODRÍ- GUEZ GONZÁLEZ,UNIVERSIDAD AU- TÓNOMA DE COLOMBIA,,Sí,Reconocido
COL0012059,INGENIERÍA DEL SOFT- WARE,"MAURICIO FER-
NANDO ALBA CAS- TRO",UNIVERSIDAD AU- TÓNOMA DE MANIZALES,,Sí,B
COL0032661,"CITERM-CENTRO DE IN-
VESTIGACIÓN TERMINOLÓ- GICA","MARÍA MERCEDES
SUÁREZ DE LA TO- RRE",UNIVERSIDAD AU- TÓNOMA DE MANIZALES,,Sí,B
COL0107744,SEAD UAM,JULIETTE AGAMEZ TRIANA,UNIVERSIDAD AU- TÓNOMA DE MANIZALES,,Sí,C
COL0004077,ECONOMÍA Y DESARRO- LLO,ELIZABETH APONTE JARAMILLO,UNIVERSIDAD AU- TÓNOMA DE OCCI- DENTE - UAO,,Sí,A
COL0024079,"GRUPO DE INVESTIGACIÓN
EN COMUNICACIÓN PARA EL DESARROLLO",HERNANDO VACA GUTIÉRREZ,UNIVERSIDAD AU- TÓNOMA DE OCCI- DENTE - UAO,,Sí,A
COL0040162,"GRUPO DE INVESTIGACIÓN
EN CIENCIAS ADMINISTRA- TIVAS - GICAD",HERNAN OCAMPO SOLARTE,UNIVERSIDAD AU- TÓNOMA DE OCCI- DENTE - UAO,,Sí,A
COL0008218,"GRUPO DE ESTUDIOS AM-
BIENTALES PARA EL DESA- RROLLO SOSTENIBLE",ELIZABETH MUÑOZ,UNIVERSIDAD AU- TÓNOMA DE OCCI- DENTE - UAO,,Sí,B
COL0114711,"CEREBRO, COGNICION Y PROCESOS SOCIALES",MARIANA MILENA PINO MELGAREJO,UNIVERSIDAD AU- TÓNOMA DEL CA- RIBE,,Sí,A1
COL0057259,"ÁREA DE BROCA: MEDIOS, LENGUAJE Y SOCIEDAD",MARTHA CECILIA ROMERO MORENO,UNIVERSIDAD AU- TÓNOMA DEL CA- RIBE,,Sí,A
COL0101301,"GRUPO DE INVESTIGACIÓN
EN INGENIERÍA MECATRÓ- NICA (GIIM)",PABLO DANIEL BO- NAVERI ARANGOA,UNIVERSIDAD AU- TÓNOMA DEL CA- RIBE,,Sí,B
COL0004513,ESTUDIO GENÉTICO DE ENFERMEDADES COMPLE- JAS,MARÍA CAROLINA PÁEZ LEAL,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,A
COL0010092,GRUPO DE INVESTIGACIÓN EN PENSAMIENTO SISTÉ- MICO,JORGE ANDRICK PARRA VALENCIA,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,A
COL0016443,TECNOLOGÍAS DE INFOR- MACIÓN,MARITZA LILIANA CALDERÓN BENAVI- DES,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,A
COL0026181,"TRANSDISCIPLINARIEDAD, CULTURA Y POLITICA",JULIO EDUARDO BENAVIDES CAM- POS,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,A
COL0028711,GIRES: RECURSOS - ENER- GÍA - SOSTENIBILIDAD,LEONARDO ESTE- BAN PACHECO SAN- DOVAL,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,A
COL0035707,GENIO (GRUPO ESTRATÉ- GICO EN INVESTIGACIÓN ORGANIZACIONAL),DIANA OLIVEROS CONTRERAS,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,A
COL0046021,CALIDAD DE VIDA Y SALUD PÚBLICA,MONICA MOJICA PERILLA,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,A
COL0068009,CONTROL Y MECATRÓ- NICA,CARLOS JULIO ARIZMENDI PE- REIRA,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,A
COL0071561,"PRESERVACIÓN E INTER- CAMBIO DIGITAL DE IN- FORMACIÓN Y CONOCI-
MIENTO - PRISMA",ROMÁN EDUARDO SARMIENTO PO- RRAS,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,A
COL0004157,EDUCACIÓN Y LENGUAJE,MARIA NURIA RO- DRÍGUEZ DE MARTÍ- NEZ,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,B
COL0005038,"FAMILIA, GÉNERO Y CON- FLICTO",MARIO GUEVARA MENDOZA,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,B
COL0009538,GRUPO DE INVESTIGACIÓN EN CIENCIA POLÍTICA,CARMEN LYA FER- NANDEZ DE MANTI- LLA,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,B
COL0010753,GRUPO DE NEUROPSI- QUIATRIA,GERMAN EDUARDO RUEDA JAIMES,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,B
COL0029488,"GRUPO DE INVESTIGACIÓN EN INSTITUCIONES POLÍTI- CAS Y OPINIÓN PÚBLICA
IEP - UNAB",JAKELINE VARGAS PARRA,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,B
COL0037809,INVESCONFIN,FABIO ENRIQUE GÓMEZ MENESES,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,B
COL0066786,GIF: GRUPO DE INVESTI- GACIÓN EN INGENIERÍA FI- NANCIERA,MARÍA EUGENIA SE- RRANO ACEVEDO,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,B
COL0108984,BIOTECNOLOGIA Y AM- BIENTE,GRACIELA CHALELA ALVAREZ,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,B
COL0139078,CARING,MARY LUZ JAIMES VALENCIA,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,B
COL0002493,CIENCIAS APLICADAS,WILLIAM GONZÁLEZ CALDERÓN,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,C
COL0005717,GRIMENI,LUIS GERARDO AL- FEREZ SANDOVAL,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,C
COL0011821,HERMENÉUTICA JURÍDICA,CAMILO E. QUIÑÓ- NEZ AVENDAÑO,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,C
COL0015259,"VIOLENCIA, LENGUAJE Y ESTUDIOS CULTURALES",CARLOS GERMÁN CELIS ESTUPIÑAN,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,C
COL0021318,GRUPO DE CARDIOLOGÍA PREVENTIVA,VICTOR MAURICIO HERRERA GALINDO,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,C
COL0023189,DEMOCRACIA LOCAL,DORIS LAMUS CA- NAVATE,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,C
COL0065573,MEDIDAC,HILDA LEONOR GONZÁLEZ OLAYA,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,C
COL0067399,GRUPO DE VARIACIONES ANATOMICAS UNAB,EDGAR GIOVANNI CORZO GÓMEZ,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,C
COL0132371,TEORÍA DEL DERECHO Y FORMACIÓN JURÍDICA,ANA PATRICIA PABON MANTILLA,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,Sí,C
COL0057239,DINAMICAS SECTORIALES,ANNE JULISSA ODU- BER PEÑALOZA,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB,,No,Reconocido
COL0119923,GRUPO DE INVESTIGACIO- NES CLINICAS-UNAB,ALEJANDRO TELLO HERNANDEZ,UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA - UNAB; FUNDACIÓN OFTALMOLÓGICA DE SANTANDER - FOSCAL-,,Sí,A1
COL0012711,LIBERTAD Y GARANTISMO,DIDIMA RICO CHA- VARRO,UNIVERSIDAD AUTÓNOMA DE CO- LOMBIA,,Sí,B
COL0055835,"CENTRO DE ESTUDIOS IN- TERDISCIPLINARIOS PARA
EL DESARROLLO","BORIS ANDRÉS QUINTANA GUE-
RRERO",UNIVERSIDAD AUTÓNOMA DE CO- LOMBIA,,Sí,B
COL0066819,POLISEMIA DIGITAL,LUIS ALBERTO LES- MES SÁENZ,UNIVERSIDAD AUTÓNOMA DE CO- LOMBIA,,Sí,B
COL0080079,COSMOLOGIA PARA LAS CIENCIAS,CLAUDIA PATRICIA ORJUELA OSORIO,UNIVERSIDAD AUTÓNOMA DE CO- LOMBIA,,Sí,B
COL0034979,BIOINDUSTRIAS,QUELBIS QUINTERO BERTEL,UNIVERSIDAD AUTÓNOMA DE CO- LOMBIA,,Sí,C
COL0044303,DAVATICS,JAIRO AUGUSTO CORTES MENDEZ,UNIVERSIDAD AUTÓNOMA DE CO- LOMBIA,,Sí,C
COL0049945,"COMPUTATION, INTELLI- GENCE AND SOCIETY --
COINTES",NESTOR MANUEL GARZON TORRES,UNIVERSIDAD AUTÓNOMA DE CO- LOMBIA,,Sí,C
COL0064137,OPUS IURIS,CARLOS ARTURO HERNÁNDEZ DÍAZ,UNIVERSIDAD AUTÓNOMA DE CO- LOMBIA,,Sí,C
COL0069447,"PROCESOS, AUTOMÁTICA, ELECTRÓNICA Y TELECO-
MUNICACIONES",LUINI LEONARDO HURTADO CORTÉS,UNIVERSIDAD AUTÓNOMA DE CO- LOMBIA,,Sí,C
COL0076094,FLORA TRISTAN,LUZ DARY NA- RANJO COLORADO,UNIVERSIDAD AUTÓNOMA DE CO- LOMBIA,,Sí,C
COL0083589,MODUS VIVENDI,ALEXA CORENA GU- TIÉRREZ,UNIVERSIDAD AUTÓNOMA DE CO- LOMBIA,,Sí,C
COL0089691,ENERGÉTICA,CARLOS ARTURO RAMÍREZ ESCOBAR,UNIVERSIDAD AUTÓNOMA DE CO- LOMBIA,,Sí,C
COL0098779,"GRAFIA: SOCIEDAD, PEN- SAMIENTO E IMAGINACIÓN",CARLOS DANIEL ORTIZ CARABALLO,UNIVERSIDAD AUTÓNOMA DE CO- LOMBIA,,Sí,C
COL0133486,OBSERVATORIO SOBRE DESARROLLO HUMANO,JULIO SILVA COL- MENARES,UNIVERSIDAD AUTÓNOMA DE CO- LOMBIA,,Sí,C
COL0156346,UNIVERSO CONTABLE,"ESTEBAN SE- GUNDO MARTINEZ
SALINAS",UNIVERSIDAD AUTÓNOMA DE CO- LOMBIA,,Sí,C
COL0037425,TECA,LUIS CARLOS GUZ- MAN RODRIGUEZ,UNIVERSIDAD AUTÓNOMA DE CO- LOMBIA,,Sí,Reconocido
COL0082583,"CIENCIAS BÁSICAS, MATE- MÁTICAS Y SU DIDÁCTICA",OSCAR JARDEY SUÁREZ,UNIVERSIDAD AUTÓNOMA DE CO- LOMBIA,,Sí,Reconocido
COL0153498,LENGUAJE Y TRANSVER- SALIDAD,NINI JOHANNA SÁN- CHEZ ÁVILA,UNIVERSIDAD AUTÓNOMA DE CO- LOMBIA,,Sí,Reconocido
COL0119997,"OBSERVATORIO DE RELA- CIONES ECONÓMICAS IN- TERNACIONALES Y ADMI- NISTRACIÓN DE EMPRE-
SAS",LUIS GUILLERMO MUÑOZ ANGULO,UNIVERSIDAD AUTÓNOMA DE COLOMBIA,,Sí,A
COL0045365,GRUPO DERECHO PÚ- BLICO - HORIZONTE AUTÓ- NOMO,DEISSY MOTTA CASTAÑO,UNIVERSIDAD AUTÓNOMA DE COLOMBIA; DIREC- CIÓN NACIONAL DE ESCUELAS - POLICÍA NACIO- NAL DE COLOMBIA,,Sí,C
COL0002706,ÉTICA Y POLÍTICA,LEÓN SIGIFREDO CIRO RÍOS,UNIVERSIDAD AUTÓNOMA DE MANI- ZALES,,Sí,A
COL0011367,AUTOMÁTICA,JUAN PABLO ÁNGEL LÓPEZ,UNIVERSIDAD AUTÓNOMA DE MANI- ZALES,,Sí,A
COL0017039,CUERPO MOVIMIENTO,JOSE ARMANDO VI- DARTE CLAROS,UNIVERSIDAD AUTÓNOMA DE MANI- ZALES,,Sí,A
COL0025531,NEUROAPRENDIZAJE,MARY ORREGO CARDOZO,UNIVERSIDAD AUTÓNOMA DE MANI- ZALES,,Sí,A
COL0050507,DISEÑO MECÁNICO Y DESARROLLO INDUSTRIAL,DIANA YOMALI OS- PINA LÓPEZ,UNIVERSIDAD AUTÓNOMA DE MANI- ZALES,,Sí,A
COL0015811,SALUD PÚBLICA,EUGENIA NIETO- MURILLO,UNIVERSIDAD AUTÓNOMA DE MANI- ZALES,,Sí,B
COL0020034,SALUD ORAL - INSAO,OLGA PATRICIA LÓ- PEZ SOTO,UNIVERSIDAD AUTÓNOMA DE MANI- ZALES,,Sí,B
COL0033275,EMPRESARIADO,CARLOS DAVID CARDONA ARENAS,UNIVERSIDAD AUTÓNOMA DE MANI- ZALES,,Sí,B
COL0048249,DESARROLLO REGIONAL SOSTENIBLE,MARÍA EUGENIA ARANGO OSPINA,UNIVERSIDAD AUTÓNOMA DE MANI- ZALES,,Sí,B
COL0051639,DISEÑO Y COMPLEJIDAD,LUZ GUIOMAR MAL- DONADO PÉREZ,UNIVERSIDAD AUTÓNOMA DE MANI- ZALES,,Sí,B
COL0049059,"FÍSICA Y MATEMÁTICA
CON ÉNFASIS EN LA FOR- MACIÓN DE INGENIEROS",FRANCY NELLY JI- MÉNEZ GARCÍA,UNIVERSIDAD AUTÓNOMA DE MANIZALES,,Sí,B
COL0002617,COGNICIÓN Y EDUCACIÓN,OSCAR EUGENIO TAMAYO ALZATE,UNIVERSIDAD AUTÓNOMA DE MANIZALES; UNIVERSI- DAD DE CALDAS - UNICALDAS,,Sí,A
COL0054809,"GRUPO DE INVESTIGACIÓN EN CONFLICTOS Y ORGA-
NIZACIONES",GERMÀN AYALA OSORIO,UNIVERSIDAD AUTÓNOMA DE OCCI- DENTE - UAO,,Sí,A1
COL0009699,GRUPO DE INVESTIGACIÓN EN ENERGÍAS GIEN-UAO,ENRIQUE CIRO QUISPE OQUENA,UNIVERSIDAD AUTÓNOMA DE OCCI- DENTE - UAO,,Sí,A
COL0037004,"GRUPO DE INVESTIGACIÓN EN TECNOLOGÍA PARA LA
MANUFACTURA - GITEM",MIGUEL ANGEL HI- DALGO SALAZAR,UNIVERSIDAD AUTÓNOMA DE OCCI- DENTE - UAO,,Sí,A
COL0001594,"COMPETITIVIDAD Y PRO- DUCTIVIDAD EMPRESA-
RIAL",GLORIA MERCEDES LOPEZ OROZCO,UNIVERSIDAD AUTÓNOMA DE OCCI- DENTE - UAO,,Sí,B
COL0002653,COMUNICACION,CARMEN CECILIA RIVERA GÓMEZ,UNIVERSIDAD AUTÓNOMA DE OCCI- DENTE - UAO,,Sí,B
COL0004756,"GRUPO DE INVESTIGACIÓN EN ESTUDIOS SOCIO-JURÍ-
DICOS","FRANCISCO JAVIER GUTIERREZ SUA-
REZ",UNIVERSIDAD AUTÓNOMA DE OCCI- DENTE - UAO,,Sí,B
COL0008871,"GRUPO DE INVESTIGACIO- NES EN INGENIERIA BIO-
MÉDICA, G-BIO",JOHN JAIRO CA- BRERA LÓPEZ,UNIVERSIDAD AUTÓNOMA DE OCCI- DENTE - UAO,,Sí,B
COL0026996,"GRUPO DE INVESTIGACIÓN EN TELEMÁTICA E INFOR-
MÁTICA APLICADA","OSCAR HERNAN MONDRAGON MAR-
TINEZ",UNIVERSIDAD AUTÓNOMA DE OCCI- DENTE - UAO,,Sí,B
COL0035064,"GRUPO DE INVESTIGACIÓN EN MODELACIÓN Y SIMU-
LACIÓN",JOSÉ JOAQUÍN VI- VAS MORENO,UNIVERSIDAD AUTÓNOMA DE OCCI- DENTE - UAO,,Sí,B
COL0114604,"GRUPO DE INVESTIGACIÓN EN MERCADEO Y PUBLICI-
DAD - GIMPU",MADELINE MEL- CHOR CARDONA,UNIVERSIDAD AUTÓNOMA DE OCCI- DENTE - UAO,,Sí,B
COL0002429,CIENCIA E INGENIERIA DE MATERIALES,NELLY CECILIA ALBA DE SANCHEZ,UNIVERSIDAD AUTÓNOMA DE OCCI- DENTE - UAO,,Sí,C
COL0003759,EDUCACIÓN,ELIZABETH NAR- VÁEZ CARDONA,UNIVERSIDAD AUTÓNOMA DE OCCI- DENTE - UAO,,Sí,C
COL0086564,"GRUPO DE INVESTIGACIÓN EN CONTABILIDAD Y FI-
NANZAS-GICOF",CÉSAR OMAR LÓ- PEZ ÁVILA,UNIVERSIDAD AUTÓNOMA DE OCCI- DENTE - UAO,,Sí,C
COL0123336,"GRUPO DE INVESTIGACIÓN EN DISEÑO, MEDIACIÓN E
INTERACCIÓN (IDMI)","JORGE ALONSO MARULANDA
BOHORQUEZ",UNIVERSIDAD AUTÓNOMA DE OCCI- DENTE - UAO,,Sí,C
COL0017638,"GRUPO DE INVESTIGACIÓN EN NEUROCONTROL MO-
TOR",DAVID FERNANDO RAMÍREZ MORENO,UNIVERSIDAD AUTÓNOMA DE OCCI- DENTE - UAO,,Sí,Reconocido
COL0022191,"GRUPO DE INVESTIGACIÓN EN MODELADO, ANÁLISIS Y SIMULACIÓN DE PROCE- SOS AMBIENTALES E IN-
DUSTRIALES, PAI+",SANTIAGO LAÍN BEATOVE,UNIVERSIDAD AUTÓNOMA DE OCCI- DENTE - UAO,,Sí,A1
COL0029979,"GRUPO DE INVESTIGACIÓN DE SISTEMAS DE TELE- MANDO Y CONTROL DIS-
TRIBUIDO - GITCOD",DIEGO MARTÍNEZ CASTRO,UNIVERSIDAD AUTÓNOMA DE OCCI- DENTE - UAO,,Sí,B
COL0037013,"GRUPO DE INVESTIGACIÓN EN GESTIÓN DEL CONOCI- MIENTO Y SOCIEDAD DE
LA INFORMACIÓN",FREDY EDUARDO VÁSQUEZ RIZO,UNIVERSIDAD AUTÓNOMA DE OCCI- DENTE - UAO,,Sí,C
